CODDAT,DATACENTER,Country   Datacenter,VM_ID_TM,SMBIOS UUID,Object State,Previous Months Updates,CUSTOMER_ID_SCCD-TM,CUSTOMER_Name_SCCD-TM,Country of Customer,REGION,CATEGORY,VM,VCENTER,Customer Name,Customer CID_RvTools,CUSTOMER_UNSYNC_vCenter Attribute,CID,Folder,Product,SOLUTION,TYPE,LIFECYCLE,NEW VM X UUID,VM Powerstate,# Days Powered Off,Is Template?,DNS Name,CPUs,Memory,NICs,Disks,Total disk capacity MiB,Primary IP Address,Network #1,Network #2,Network #3,Network #4,Network #5,Network #6,Network #7,Network #8,Provisioned MiB,In Use MiB,OS according to the configuration file,OS according to the VMware Tools,OS TYPE,Appliance VM/Server,Exclusive for  Vmware,Out-of-Support Guest Operating System,RDM Disks?,On a Cluster?,VM ID,SMBIOS UUID,VM UUID,To be Migrated,Cluster
COL-TOC-D3310,NAOS-TOCA,COLOMBIA,VirtualMachine-vm-5713735-COL-TOC-D3310,420aec2a-ef7a-3d0b-541a-ef64997849bb,,,COL036-56,COLEGIO DE ESTUDIOS SUPERIORES DE ADMINISTRACION,CO,LATAM,Standard,52747258_1_19_CO,coltocvcenter01.cwllag.com,CESA,,,52747258.1.19.CO,/COLTOCMAINDC/CWB_TOCA_IAAS/COL036-56,IAAS,IaaS,Customer,Production,RENAMED,poweredOn,#N/D,False,SRV-MARDB,8,24576,1,1,727040,172.30.109.4,,,,,,,,,751712,30778,AlmaLinux (64-bit),AlmaLinux (64-bit),LINUX,,,,,,vm-5713735,420aec2a-ef7a-3d0b-541a-ef64997849bb,500a0626-b732-571f-4d8f-8dadb0579c95,,CLIAAS-UNIX
COL-TOC-D3310,NAOS-TOCA,COLOMBIA,VirtualMachine-vm-1377004-COL-TOC-D3310,420acc9c-45d0-fdec-7df6-2e909a357f81,,,SEG004-56,CESCE COLOMBIA COMPAÑÍA DE SEGUROS,CO,LATAM,Standard,SX-DC1,coltocvcenter01.cwllag.com,CESCE COLOMBIA COMPAÑÍA DE SEGUROS,,,2041970.CO,/COLTOCMAINDC/CWB_TOCA_IAAS/SEG004-56,IAAS,IaaS,Customer,Production,NO,poweredOn,#N/D,False,SX-DC1.domsegurexpo.local,4,8192,1,1,143360,192.152.100.191,,,,,,,,,151639,60830,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2019 (64-bit),WINDOWS,,,,,,vm-1377004,420acc9c-45d0-fdec-7df6-2e909a357f81,500a51b8-710c-06da-d9e6-7a36d145de21,,CLIAAS-POD3
COL-TOC-D3310,NAOS-TOCA,COLOMBIA,VirtualMachine-vm-1630038-COL-TOC-D3310,420a66e3-fd82-594c-9291-1a6346cf46a1,,,SEG004-56,CESCE COLOMBIA COMPAÑÍA DE SEGUROS,CO,LATAM,Standard,SX-PRINT,coltocvcenter01.cwllag.com,CESCE COLOMBIA COMPAÑÍA DE SEGUROS,,,2058438.CO,/COLTOCMAINDC/CWB_TOCA_IAAS/SEG004-56,IAAS,IaaS,Customer,Production,NO,poweredOn,#N/D,False,SX-PRINT.domsegurexpo.local,8,12288,1,1,143360,192.152.100.196,,,,,,,,,155743,87064,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2019 (64-bit),WINDOWS,,,,,,vm-1630038,420a66e3-fd82-594c-9291-1a6346cf46a1,500af91f-9bc1-7f90-e218-3b1c0c1c44ae,,CLIAAS-POD2
COL-TOC-D3310,NAOS-TOCA,COLOMBIA,VirtualMachine-vm-2371744-COL-TOC-D3310,420a8364-205c-858c-5147-0fa2e6f9e86f,,,SEG004-56,CESCE COLOMBIA COMPAÑÍA DE SEGUROS,CO,LATAM,Standard,sx-valoradory,coltocvcenter01.cwllag.com,CESCE COLOMBIA COMPAÑÍA DE SEGUROS,,,2065544.CO,/COLTOCMAINDC/CWB_TOCA_IAAS/SEG004-56/WO1972012,IAAS,IaaS,Customer,Production,NO,poweredOn,#N/D,False,sx-valoradory.domsegurexpo.local,4,12288,1,1,348160,192.152.100.189,,,,,,,,,360535,115743,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2019 (64-bit),WINDOWS,,,,,,vm-2371744,420a8364-205c-858c-5147-0fa2e6f9e86f,500a62ee-7aeb-d90e-f63b-926d41d12ab9,,CLIAAS-POD2
COL-TOC-D3310,NAOS-TOCA,COLOMBIA,VirtualMachine-vm-4087571-COL-TOC-D3310,420ae90a-ce51-77d4-693f-63cedd6abcd2,,,CIF002-56,CIFRONTIER NEXT SAS,CO,LATAM,Standard,2088152_CO,coltocvcenter01.cwllag.com,CIFRONTIER NEXT SAS,,,2088152.CO,/COLTOCMAINDC/CSD-Implementacion/CIF002-56,IAAS,IaaS,Customer,Implementation,NO,poweredOn,#N/D,False,hub,4,8192,1,1,204800,10.238.94.131,,,,,,,,,213090,107054,Ubuntu Linux (64-bit),Ubuntu Linux (64-bit),LINUX,,,,,,vm-4087571,420ae90a-ce51-77d4-693f-63cedd6abcd2,500ab2f9-79d5-b469-791c-697d72bc8632,,CLIAAS-UNIX
COL-TOC-D3310,NAOS-TOCA,COLOMBIA,VirtualMachine-vm-5041822-COL-TOC-D3310,420adc7b-24d4-c7f2-7569-165bef350ab7,,,CIF002-56,CIFRONTIER NEXT SAS,CO,LATAM,Standard,2096696_CO,coltocvcenter01.cwllag.com,CIFRONTIER NEXT SAS,,,2096696.CO,/COLTOCMAINDC/CWB_TOCA_IAAS/CIF002-56,IAAS,IaaS,Customer,Production,NO,poweredOn,#N/D,False,Frontier_DIR.Frontiercoal.local,4,8192,1,1,122880,10.238.73.165,,,,,,,,,131160,29894,Microsoft Windows Server 2022 (64-bit),Microsoft Windows Server 2022 (64-bit),WINDOWS,,,,,,vm-5041822,420adc7b-24d4-c7f2-7569-165bef350ab7,500a5148-81de-3a4f-fdeb-f650a041fdee,,CLIAAS-POD2
COL-TOC-D3310,NAOS-TOCA,COLOMBIA,VirtualMachine-vm-2067237-COL-TOC-D3310,420ac6b6-5b16-808d-210f-9a9073905937,,,CIF002-56,CIFRONTIER NEXT SAS,CO,LATAM,Standard,FRONTIER_WEB,coltocvcenter01.cwllag.com,CIFRONTIER NEXT SAS,,,2063191.CO,/COLTOCMAINDC/CWB_TOCA_IAAS/CIF002-56,IAAS,IaaS,Customer,Production,NO,poweredOn,#N/D,False,FRONTIER_WEB,4,16384,1,2,387072,10.238.94.130,,,,,,,,,403543,94268,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2019 (64-bit),WINDOWS,,,,,,vm-2067237,420ac6b6-5b16-808d-210f-9a9073905937,500a2a23-a0d5-352c-dcc6-f0e5f90d09ef,,CLIAAS-POD1
COL-TOC-D3310,NAOS-TOCA,COLOMBIA,VirtualMachine-vm-962958-COL-TOC-D3310,420ad22f-5603-ac3b-ffdc-32c7de90fc1a,,,CIF002-56,CIFRONTIER NEXT SAS,CO,LATAM,Standard,FRONTIER_AD,coltocvcenter01.cwllag.com,CIFRONTIER NEXT SAS,,,413163.1.1.CO,/COLTOCMAINDC/CWB_TOCA_IAAS/CIF002-56,IAAS,IaaS,Customer,Production,NO,poweredOn,#N/D,False,FRONTIER_AD.Frontiercoal.local,8,32768,1,3,1085440,10.238.73.162,,,,,,,,,1118303,481469,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2019 (64-bit),WINDOWS,,,,,,vm-962958,420ad22f-5603-ac3b-ffdc-32c7de90fc1a,500a0a34-1a2e-ef69-d9cb-a51b040decec,,CLIAAS-POD3
COL-TOC-D3310,NAOS-TOCA,COLOMBIA,VirtualMachine-vm-974022-COL-TOC-D3310,420a4a8e-a68b-59cc-16fc-01ef226bab74,,,CIF002-56,CIFRONTIER NEXT SAS,CO,LATAM,Standard,FRONTIER_DB,coltocvcenter01.cwllag.com,CIFRONTIER NEXT SAS,,,413165.1.2.CO,/COLTOCMAINDC/CWB_TOCA_IAAS/CIF002-56,IAAS,IaaS-SQL,Customer,Production,NO,poweredOn,#N/D,False,FRONTIER_DB,6,40960,1,3,512000,10.238.73.163,,,,,,,,,553051,418381,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2019 (64-bit),WINDOWS,,,,,,vm-974022,420a4a8e-a68b-59cc-16fc-01ef226bab74,500a0be7-2a04-4685-ead7-dea11a459d35,,CLIaaSSQL-7
COL-TOC-D3310,NAOS-TOCA,COLOMBIA,VirtualMachine-vm-962961-COL-TOC-D3310,420ab1f9-2d46-b716-59e4-39cd03987381,,,CIF002-56,CIFRONTIER NEXT SAS,CO,LATAM,Standard,FRONTIER_RDP,coltocvcenter01.cwllag.com,CIFRONTIER NEXT SAS,,,413165.1.3.CO,/COLTOCMAINDC/CWB_TOCA_IAAS/CIF002-56,IAAS,IaaS,Customer,Production,NO,poweredOn,#N/D,False,FRONTIER_RDP.Frontiercoal.local,2,40960,1,2,204800,10.238.73.164,,,,,,,,,245843,139527,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2019 (64-bit),WINDOWS,,,,,,vm-962961,420ab1f9-2d46-b716-59e4-39cd03987381,500a803b-bcb8-3f08-2d90-65d96f126b91,,CLIAAS-POD2
COL-TOC-D3310,NAOS-TOCA,COLOMBIA,VirtualMachine-vm-5716775-COL-TOC-D3310,420af828-376b-9cbe-1cf0-1b86442725c6,,,LAB015-56,LABORATORIO CLINICO CITISALUD S.A.S.,CO,LATAM,Standard,52728063_1_5_CO,coltocvcenter01.cwllag.com,CITISALUD,,,52728063.1.5.CO,/COLTOCMAINDC/CWB_TOCA_IAAS/LAB015-56,IAAS,IaaS,Customer,Production,NEW VM,poweredOn,#N/D,False,cs-l-citinet00,12,16384,1,2,500736,10.238.162.99,,,,,,,,,517224,21291,Rocky Linux (64-bit),Rocky Linux (64-bit),LINUX,,,,,,vm-5716775,420af828-376b-9cbe-1cf0-1b86442725c6,500a320c-1cf9-21e5-ae16-2ef2fa0dcdc3,,CLIAAS-UNIX
COL-TOC-D3310,NAOS-TOCA,COLOMBIA,VirtualMachine-vm-3237536-COL-TOC-D3310,420aa4fd-05e3-7044-beba-6c3ff9d51707,,,CLA002-79,CLARIS PHARMA, SOCIEDAD ANÓNIMA,GT,LATAM,Standard,ADSERVER,coltocvcenter01.cwllag.com,CLARIS PHARMA, SOCIEDAD ANÓNIMA,,,2067245.1.6.GT,/COLTOCMAINDC/CWB_TOCA_IAAS/CLA002-79,IAAS,IaaS,Customer,Production,NO,poweredOn,#N/D,False,ADSERVER.Becofarma.local,2,4096,1,1,102400,10.238.113.197,,,,,,,,,106581,106581,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2022 (64-bit),WINDOWS,,,,,,vm-3237536,420aa4fd-05e3-7044-beba-6c3ff9d51707,500a0bff-0192-4bcd-062c-329b808ad9eb,,CLIAAS-POD3
COL-TOC-D3310,NAOS-TOCA,COLOMBIA,VirtualMachine-vm-3237508-COL-TOC-D3310,420ad9b3-7923-b098-ccfa-91b30e32857f,,,CLA002-79,CLARIS PHARMA, SOCIEDAD ANÓNIMA,GT,LATAM,Standard,Apps,coltocvcenter01.cwllag.com,CLARIS PHARMA, SOCIEDAD ANÓNIMA,,,2067245.1.4.GT,/COLTOCMAINDC/CWB_TOCA_IAAS/CLA002-79,IAAS,IaaS,Customer,Production,NO,poweredOn,#N/D,False,Apps.Becofarma.local,4,8192,1,1,102400,10.238.113.195,,,,,,,,,110681,110681,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2022 (64-bit),WINDOWS,,,,,,vm-3237508,420ad9b3-7923-b098-ccfa-91b30e32857f,500a9588-d24f-14d6-d353-64bafeb64ca4,,CLIAAS-POD3
COL-TOC-D3310,NAOS-TOCA,COLOMBIA,VirtualMachine-vm-3237507-COL-TOC-D3310,420a8053-6ed8-f75f-6e2c-926022b554e7,,,CLA002-79,CLARIS PHARMA, SOCIEDAD ANÓNIMA,GT,LATAM,Standard,DB,coltocvcenter01.cwllag.com,CLARIS PHARMA, SOCIEDAD ANÓNIMA,,,2067245.1.1.GT,/COLTOCMAINDC/CWB_TOCA_IAAS/CLA002-79,IAAS,IaaS,Customer,Production,NO,poweredOn,#N/D,False,DB.Becofarma.local,6,32768,1,1,716800,10.238.113.194,,,,,,,,,749662,749662,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2022 (64-bit),WINDOWS,,,,,,vm-3237507,420a8053-6ed8-f75f-6e2c-926022b554e7,500aaaf2-a7cb-ab1f-1422-249bd521e736,,CLIAAS-POD2
COL-TOC-D3310,NAOS-TOCA,COLOMBIA,VirtualMachine-vm-3237518-COL-TOC-D3310,420a1e3e-f09b-6e98-b8cd-e82153bb9beb,,,CLA002-79,CLARIS PHARMA, SOCIEDAD ANÓNIMA,GT,LATAM,Standard,TS,coltocvcenter01.cwllag.com,CLARIS PHARMA, SOCIEDAD ANÓNIMA,,,2067245.1.5.GT,/COLTOCMAINDC/CWB_TOCA_IAAS/CLA002-79,IAAS,IaaS,Customer,Production,NO,poweredOn,#N/D,False,TS.Becofarma.local,10,23552,1,1,102400,10.238.113.196,,,,,,,,,126053,126053,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2022 (64-bit),WINDOWS,,,,,,vm-3237518,420a1e3e-f09b-6e98-b8cd-e82153bb9beb,500aa881-d3bb-93b9-f7a1-d06fde57e48d,,CLIAAS-POD2
COL-TOC-D3310,NAOS-TOCA,COLOMBIA,VirtualMachine-vm-3237519-COL-TOC-D3310,420a9d53-fabb-7223-0e96-75901cd7f3f6,,,CLA002-79,CLARIS PHARMA, SOCIEDAD ANÓNIMA,GT,LATAM,Standard,WMS,coltocvcenter01.cwllag.com,CLARIS PHARMA, SOCIEDAD ANÓNIMA,,,2067245.1.7.GT,/COLTOCMAINDC/CWB_TOCA_IAAS/CLA002-79,IAAS,IaaS-SQL,Customer,Production,NO,poweredOn,#N/D,False,WMS.Becofarma.local,4,16384,1,2,153600,10.238.113.198,,,,,,,,,170073,170073,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2022 (64-bit),WINDOWS,,,,,,vm-3237519,420a9d53-fabb-7223-0e96-75901cd7f3f6,500ac05e-bda7-6f26-e85d-9d51dfe25939,,CLIaaSSQL-7
COL-TOC-D3310,NAOS-TOCA,COLOMBIA,VirtualMachine-vm-3216488-COL-TOC-D3310,420a2377-94b4-2172-039a-3019081c0588,,,CLA002-79,CLARIS PHARMA, SOCIEDAD ANÓNIMA,GT,LATAM,Standard,WMSTest,coltocvcenter01.cwllag.com,CLARIS PHARMA, SOCIEDAD ANÓNIMA,,,2067233.1.1.GT,/COLTOCMAINDC/CWB_TOCA_IAAS/CLA002-79,IAAS,IaaS,Customer,Production,NO,poweredOn,#N/D,False,WMSTest.Becofarma.local,4,8192,1,1,112640,10.238.113.199,,,,,,,,,120929,77877,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2019 (64-bit),WINDOWS,,,,,,vm-3216488,420a2377-94b4-2172-039a-3019081c0588,500a4ace-b3c0-9b36-b77f-726840b29a01,,CLIAAS-POD2
COL-TOC-D3310,NAOS-TOCA,COLOMBIA,VirtualMachine-vm-960247-COL-TOC-D3310,420a56e9-c494-b634-fc46-ddd2c5f26a03,,,CLI031-56,CLINICA CES,CO,LATAM,Standard,CLICESRDS01,coltocvcenter01.cwllag.com,CLINICA CES,,,459220.1.1.CO,/COLTOCMAINDC/CWB_TOCA_IAAS/CLI031-56,IAAS,IaaS,Customer,Production,NO,poweredOn,#N/D,False,clicesrds01,8,12288,1,1,102400,10.238.145.106,,,,,,,,,114800,112606,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2019 (64-bit),WINDOWS,,,,,,vm-960247,420a56e9-c494-b634-fc46-ddd2c5f26a03,500a8f20-b037-2b9c-91ed-cbcb997f67e5,,CLIAAS-POD2
COL-TOC-D3310,NAOS-TOCA,COLOMBIA,VirtualMachine-vm-4378976-COL-TOC-D3310,420acf5e-53d1-ec5c-d949-9a10d5c175e3,,,CLI038-56,CLINICA DE LA MUJER CARTAGENA SAS,CO,LATAM,Standard,2091018_CO,coltocvcenter01.cwllag.com,CLINICA DE LA MUJER CARTAGENA SAS,,,2091018.CO,/COLTOCMAINDC/CWB_TOCA_IAAS/CLI038-56,IAAS,IaaS,Customer,Production,NO,poweredOn,#N/D,False,API-MSPS01,4,16384,1,2,322560,10.238.84.148,,,,,,,,,339038,26330,Ubuntu Linux (64-bit),Ubuntu Linux (64-bit),LINUX,,,,,,vm-4378976,420acf5e-53d1-ec5c-d949-9a10d5c175e3,500ad447-3e2c-7b44-f54b-3f73f4b0c212,,CLIAAS-UNIX
COL-TOC-D3310,NAOS-TOCA,COLOMBIA,VirtualMachine-vm-1919797-COL-TOC-D3310,420aa185-200f-5f3b-8a51-0cf9bebc1f3b,,,CLI038-56,CLINICA DE LA MUJER CARTAGENA SAS,CO,LATAM,Standard,SERVIDORAPP,coltocvcenter01.cwllag.com,CLINICA DE LA MUJER CARTAGENA SAS,,,2060894.CO,/COLTOCMAINDC/CWB_TOCA_IAAS/CLI038-56,IAAS,IaaS,Customer,Production,NO,poweredOn,#N/D,False,SERVIDORAPP,8,65536,1,2,512000,10.238.84.146,,,,,,,,,577631,564837,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2019 (64-bit),WINDOWS,,,,,,vm-1919797,420aa185-200f-5f3b-8a51-0cf9bebc1f3b,500ad34e-7748-3078-9413-f168172b84bc,,CLIAAS-POD3
COL-TOC-D3310,NAOS-TOCA,COLOMBIA,VirtualMachine-vm-1909176-COL-TOC-D3310,420a44c2-b62c-d811-6b74-8c08f91dd4c3,,,CLI038-56,CLINICA DE LA MUJER CARTAGENA SAS,CO,LATAM,Standard,SERVIDORBD,coltocvcenter01.cwllag.com,CLINICA DE LA MUJER CARTAGENA SAS,,,2060895.CO,/COLTOCMAINDC/CWB_TOCA_IAAS/CLI038-56,IAAS,IaaS-SQL,Customer,Production,NO,poweredOn,#N/D,False,SERVIDORBD,8,65536,1,2,1024000,26.224.233.109,,,,,,,,,1089631,591509,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2019 (64-bit),WINDOWS,,,,,,vm-1909176,420a44c2-b62c-d811-6b74-8c08f91dd4c3,500a9f17-bef1-ff26-6dea-32266164fa80,,CLIaaSSQL-7
COL-TOC-D3310,NAOS-TOCA,COLOMBIA,VirtualMachine-vm-2775720-COL-TOC-D3310,420a8d30-ea74-6bc5-1574-d10c776e5cad,,,CLI022-56,CLINICA ERASMO LTDA,CO,LATAM,Standard,PivoteClinicaErasmo,coltocvcenter01.cwllag.com,CLINICA ERASMO LTDA,,,,/COLTOCMAINDC/CSD-Implementacion/CLI022-56/WO1977965,IAAS,IaaS,Customer,Implementation,NO,poweredOn,#N/D,False,,2,4096,2,2,552960,,,,,,,,,,557139,556293,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2016 or later (64-bit),WINDOWS,,,,,,vm-2775720,420a8d30-ea74-6bc5-1574-d10c776e5cad,500a525d-2896-2ec2-7b85-d7b11fedd5d4,,CLIAAS-POD2
COL-TOC-D3310,NAOS-TOCA,COLOMBIA,VirtualMachine-vm-2597936-COL-TOC-D3310,420afd33-0435-1645-ee93-e77b98b3acb5,,,CLI022-56,CLINICA ERASMO LTDA,CO,LATAM,Standard,SERVIDORWEBDGH,coltocvcenter01.cwllag.com,CLINICA ERASMO LTDA,,,667759.1.3.CO,/COLTOCMAINDC/CWB_TOCA_IAAS/CLI022-56,IAAS,IaaS,Customer,Production,NO,poweredOn,#N/D,False,SERVIDORWEBDGH.erasmo.loc,8,32768,1,2,153600,10.238.116.67,,,,,,,,,186463,119782,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2019 (64-bit),WINDOWS,,,,,,vm-2597936,420afd33-0435-1645-ee93-e77b98b3acb5,500af89b-2582-b069-27f8-9081da7dcd24,,CLIAAS-POD1
COL-TOC-D3310,NAOS-TOCA,COLOMBIA,VirtualMachine-vm-2650479-COL-TOC-D3310,420a90cf-15ee-5a4c-12cf-bafcf14f7f05,,,CLI022-56,CLINICA ERASMO LTDA,CO,LATAM,Standard,SERVIDORDGH,coltocvcenter01.cwllag.com,CLINICA ERASMO LTDA,,,667759.1.2.CO,/COLTOCMAINDC/CWB_TOCA_IAAS/CLI022-56,IAAS,IaaS,Customer,Production,NO,poweredOn,#N/D,False,SERVIDORDGH.erasmo.loc,4,65536,1,2,512000,10.238.116.69,,,,,,,,,577624,531164,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2019 (64-bit),WINDOWS,,,,,,vm-2650479,420a90cf-15ee-5a4c-12cf-bafcf14f7f05,500a9738-8b3a-88ca-96d0-b6ef737b0f14,,CLIAAS-POD1
COL-TOC-D3310,NAOS-TOCA,COLOMBIA,VirtualMachine-vm-5469817-COL-TOC-D3310,420a8071-77bd-4bf0-1009-3be6f56176ad,,,CLI016-56,CLINICA SALUD SOCIAL S A S,CO,LATAM,Standard,50657145_1_1_CO,coltocvcenter01.cwllag.com,CLINICA SALUD SOCIAL S A S,,,,/COLTOCMAINDC/CWB_TOCA_IAAS/CLI016-56,IAAS,IaaS,Customer,Production,NO,poweredOn,#N/D,False,ATLAS.cvida.local,4,16384,1,1,143360,10.238.120.163,,,,,,,,,159832,74833,Microsoft Windows Server 2022 (64-bit),Microsoft Windows Server 2022 (64-bit),WINDOWS,,,,,,vm-5469817,420a8071-77bd-4bf0-1009-3be6f56176ad,500a9a8c-49b1-093e-7056-eb9d1baf683f,,CLIAAS-POD1
COL-TOC-D3310,NAOS-TOCA,COLOMBIA,VirtualMachine-vm-2549987-COL-TOC-D3310,420a3d9a-2539-5e24-7d8a-c1d8f0037de7,,,CLI016-56,CLINICA SALUD SOCIAL S A S,CO,LATAM,Standard,SERVAPLICACION,coltocvcenter01.cwllag.com,CLINICA SALUD SOCIAL S A S,,,670428.1.6.CO,/COLTOCMAINDC/CWB_TOCA_IAAS/CLI016-56,IAAS,IaaS,Customer,Production,NO,poweredOn,#N/D,False,SERVAPLICACION,10,65536,1,2,1536000,10.238.110.195,,,,,,,,,1601642,1081113,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2019 (64-bit),WINDOWS,,,,,,vm-2549987,420a3d9a-2539-5e24-7d8a-c1d8f0037de7,500ac3ed-124d-5bd6-011a-0264a8590b2f,,CLIAAS-POD3
COL-TOC-D3310,NAOS-TOCA,COLOMBIA,VirtualMachine-vm-2549986-COL-TOC-D3310,420a0988-8bc8-6af8-178c-bc3f29f48908,,,CLI016-56,CLINICA SALUD SOCIAL S A S,CO,LATAM,Standard,SERVERBD-Clinica,coltocvcenter01.cwllag.com,CLINICA SALUD SOCIAL S A S,,,670428.1.7.CO,/COLTOCMAINDC/CWB_TOCA_IAAS/CLI016-56,IAAS,IaaS,Customer,Production,NO,poweredOn,#N/D,False,SERVERBD,16,65536,1,2,2048000,26.184.62.171,,,,,,,,,2113652,1283466,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2019 (64-bit),WINDOWS,,,,,,vm-2549986,420a0988-8bc8-6af8-178c-bc3f29f48908,500ae670-5e85-563d-21ad-0b955acc0471,,CLIAAS-POD3
COL-TOC-D3310,NAOS-TOCA,COLOMBIA,VirtualMachine-vm-5183899-COL-TOC-D3310,420a870b-220e-4bb6-7c5d-9ece7586d7d0,,,CON003-74,CMC - CONSORCIO MARITIMO CENTROAMERICANO, S.A. DE C.V.,SV,LATAM,Standard,46476874_1_1_SV,coltocvcenter01.cwllag.com,CMC - CONSORCIO MARITIMO CENTROAMERICANO, S.A. DE C.V.,,,46476874.1.1.SV,/COLTOCMAINDC/CWB_TOCA_IAAS/CON003-74,IAAS,IaaS,Customer,Production,NO,poweredOn,#N/D,False,IISSERVER,4,16384,1,1,307200,10.238.155.130,,,,,,,,,323676,141291,Microsoft Windows Server 2022 (64-bit),Microsoft Windows Server 2022 (64-bit),WINDOWS,,,,,,vm-5183899,420a870b-220e-4bb6-7c5d-9ece7586d7d0,500a6029-91e6-6f50-aaca-7090e6f1400c,,CLIAAS-POD3
COL-TOC-D3310,NAOS-TOCA,COLOMBIA,VirtualMachine-vm-3224375-COL-TOC-D3310,420a8ebb-c2c6-3a30-3c02-15d702058815,,,CON003-74,CMC - CONSORCIO MARITIMO CENTROAMERICANO, S.A. DE C.V.,SV,LATAM,Standard,SRVCMCDBAP,coltocvcenter01.cwllag.com,CMC - CONSORCIO MARITIMO CENTROAMERICANO, S.A. DE C.V.,,,4170747.1.1.SV,/COLTOCMAINDC/CWB_TOCA_IAAS/CON003-74,IAAS,IaaS,Customer,Production,NO,poweredOn,#N/D,False,SRVCMCDBAP,8,65536,1,2,512000,10.238.77.132,,,,,,,,,577641,570031,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2019 (64-bit),WINDOWS,,,,,,vm-3224375,420a8ebb-c2c6-3a30-3c02-15d702058815,500a0e27-5757-431e-8141-1f9f1fa68575,,CLIAAS-POD2
COL-TOC-D3310,NAOS-TOCA,COLOMBIA,VirtualMachine-vm-1482791-COL-TOC-D3310,420ac01e-258e-231f-b491-1ecbcf3b4146,,,CON003-74,CMC - CONSORCIO MARITIMO CENTROAMERICANO, S.A. DE C.V.,SV,LATAM,Standard,SRVCMC-APP,coltocvcenter01.cwllag.com,CMC - CONSORCIO MARITIMO CENTROAMERICANO, S.A. DE C.V.,,,534695.1.2.SV,/COLTOCMAINDC/CWB_TOCA_IAAS/CON003-74,IAAS,IaaS,Customer,Production,NO,poweredOn,#N/D,False,SRVCMCAPP,2,32768,1,2,307200,10.238.77.130,,,,,,,,,340051,338025,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2019 (64-bit),WINDOWS,,,,,,vm-1482791,420ac01e-258e-231f-b491-1ecbcf3b4146,500af146-ee82-065c-6c72-62dd50a7e86f,,CLIAAS-POD2
COL-TOC-D3310,NAOS-TOCA,COLOMBIA,VirtualMachine-vm-1482792-COL-TOC-D3310,420a4c3f-f2a4-a3f5-d004-ea233f20b6a3,,,CON003-74,CMC - CONSORCIO MARITIMO CENTROAMERICANO, S.A. DE C.V.,SV,LATAM,Standard,SRVCMCDBA,coltocvcenter01.cwllag.com,CMC - CONSORCIO MARITIMO CENTROAMERICANO, S.A. DE C.V.,,,534695.1.4.SV,/COLTOCMAINDC/CWB_TOCA_IAAS/CON003-74,IAAS,IaaS,Customer,Production,NO,poweredOn,#N/D,False,SRVCMCDBA,4,32768,1,2,512000,10.238.77.131,,,,,,,,,544855,498343,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2019 (64-bit),WINDOWS,,,,,,vm-1482792,420a4c3f-f2a4-a3f5-d004-ea233f20b6a3,500a20d4-64ec-3b99-dcc6-cb579826d5b9,,CLIAAS-POD2
COL-TOC-D3310,NAOS-TOCA,COLOMBIA,VirtualMachine-vm-4075722-COL-TOC-D3310,420a8764-2c9f-1940-f27f-9229e2632659,,,COD004-56,CODIPLAX S.A.S.,CO,LATAM,Standard,2087893_CO,coltocvcenter01.cwllag.com,CODIPLAX S.A.S.,,,2087893.CO,/COLTOCMAINDC/CWB_TOCA_IAAS/COD004-56,IAAS,IaaS,Customer,Production,NO,poweredOn,#N/D,False,SVRCODIPLAXDA02.codiplax.local,2,8192,1,1,245760,10.238.112.69,,,,,,,,,254037,35396,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2022 (64-bit),WINDOWS,,,,,,vm-4075722,420a8764-2c9f-1940-f27f-9229e2632659,500a3be8-eed4-63d7-dbac-273632e768a4,,CLIAAS-POD2
